weight,care_responsibility,heard_before,realistic,enthusiastic,worried,willing_to_use,less_worried_about_family_care,society_saves_money,treat_robot_like_friend,older_adults_more_isolated,older_adults_more_independent,only_for_people_who_cannot_afford_human_caregiver,camera_human_operator,positive_reason_1,positive_reason_2,positive_reason_3,negative_reason_1,negative_reason_2
0.9088313,Not at all likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,Reduce burden on family,,,,
0.2236779,Not too likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.2225762,Somewhat likely,,,,,,,,,,,,,,,,,
0.2221676,Very likely,,,,,,,,,,,,,,,,,
0.3142374,Very likely,Nothing at all,Not very realistic,Not at all enthusiastic,Not too worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.1237947,I am already doing this,A lot,Extremely realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Worse,Save money,Greater independence,,,
0.1032839,Not at all likely,,,,,,,,,,,,,,,,,
0.0930253,Not at all likely,,,,,,,,,,,,,,,,,
1.0447835,Very likely,,,,,,,,,,,,,,,,,
0.1303902,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,
0.1076924,Not too likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Human factor lacking,
0.2949215,Not too likely,,,,,,,,,,,,,,,,,
0.2270763,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Very worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Save money,,,,
0.6161571,Somewhat likely,Nothing at all,Not at all realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Human factor lacking,
0.7046212,Not too likely,,,,,,,,,,,,,,,,,
1.9416687,Very likely,,,,,,,,,,,,,,,,,
0.3577813,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.3148974,Not at all likely,,,,,,,,,,,,,,,,,
0.1135031,Not at all likely,,,,,,,,,,,,,,,,,
0.1012338,Very likely,,,,,,,,,,,,,,,,,
0.1127393,Not at all likely,,,,,,,,,,,,,,,,,
0.1539892,Somewhat likely,,,,,,,,,,,,,,,,,
0.2124016,Not too likely,,,,,,,,,,,,,,,,,
0.1241517,Somewhat likely,A little,Extremely realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Better quality of care,Can do physically challenging tasks,Greater independence,,
0.1309323,Not at all likely,,,,,,,,,,,,,,,,,
0.4229702,Not at all likely,,,,,,,,,,,,,,,,,
0.1946626,Very likely,,,,,,,,,,,,,,,,,
0.3633523,Not too likely,,,,,,,,,,,,,,,,,
0.4552799,Very likely,,,,,,,,,,,,,,,,,
1.1346328,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","Yes, likely","Yes, likely","No, not likely","No, not likely","No, not likely",Better,,,,Worried about errors,
0.1967838,Very likely,,,,,,,,,,,,,,,,,
0.9981181,Not at all likely,,,,,,,,,,,,,,,,,
0.7496678,Very likely,A lot,Extremely realistic,Somewhat enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Worse,Greater independence,,,,
0.3650888,Very likely,,,,,,,,,,,,,,,,,
0.1994919,Very likely,,,,,,,,,,,,,,,,,
0.3558841,Somewhat likely,,,,,,,,,,,,,,,,,
0.3635953,Very likely,,,,,,,,,,,,,,,,,
0.3833915,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Not advanced enough yet,
0.4298748,Very likely,,,,,,,,,,,,,,,,,
0.1037741,Not at all likely,,,,,,,,,,,,,,,,,
0.1785891,Somewhat likely,Nothing at all,Not at all realistic,Somewhat enthusiastic,Very worried,No,"No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Human factor lacking,
1.0274368,Very likely,,,,,,,,,,,,,,,,,
0.204632,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","No, not likely","No, not likely","No, not likely",Better,,,,Human factor lacking,
0.3214159,Very likely,A little,Not very realistic,Not at all enthusiastic,Somewhat worried,No,"No, not likely",Refused,"No, not likely","Yes, likely",Refused,"Yes, likely",No difference,,,,Other,
0.2476407,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,Can do physically challenging tasks,,,,
0.1099815,Not at all likely,A little,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","No, not likely","No, not likely","Yes, likely",Better,,,,Worried about errors,
0.1551673,Very likely,Nothing at all,Not at all realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,Greater independence,,,,
1.2451099,Very likely,,,,,,,,,,,,,,,,,
0.1319449,I am already doing this,,,,,,,,,,,,,,,,,
0.0908921,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
7.4234163,I am already doing this,Nothing at all,Not very realistic,Not too enthusiastic,Very worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Worse,Other,,,,
0.4496982,Not too likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Reduce burden on family,,,,
0.633849,Somewhat likely,,,,,,,,,,,,,,,,,
3.7595973,I am already doing this,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","No, not likely","No, not likely","No, not likely",Better,,,,Worried about errors,
0.5258233,Very likely,,,,,,,,,,,,,,,,,
0.3631513,Not too likely,Nothing at all,Somewhat realistic,Not at all enthusiastic,Very worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,
0.1872481,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Worse,Refused / No answer,,,,
0.194467,I am already doing this,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,Refused,Refused,Refused,Refused,Refused,Refused,Better,Other,,,,
0.2463351,Not at all likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","No, not likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.2535769,Not too likely,,,,,,,,,,,,,,,,,
0.2392295,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,Greater independence,Reduce burden on family,Save money,,
0.3397848,I am already doing this,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
4.458852,Very likely,,,,,,,,,,,,,,,,,
0.2447319,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",No difference,,,,Human factor lacking,
0.7224705,Very likely,,,,,,,,,,,,,,,,,
0.0884397,Not too likely,,,,,,,,,,,,,,,,,
0.4290273,Very likely,,,,,,,,,,,,,,,,,
0.56667,I am already doing this,,,,,,,,,,,,,,,,,
0.0918647,I am already doing this,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,
0.1355956,Not at all likely,,,,,,,,,,,,,,,,,
0.7890645,Very likely,,,,,,,,,,,,,,,,,
0.1973169,Somewhat likely,A little,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Refused / No answer,
0.2311557,Somewhat likely,,,,,,,,,,,,,,,,,
2.5790379,Very likely,,,,,,,,,,,,,,,,,
0.1303862,Very likely,A little,Somewhat realistic,Very enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Better quality of care,,,,
0.2311481,Not at all likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",No difference,,,,Human factor lacking,
4.9915632,Very likely,,,,,,,,,,,,,,,,,
1.4535936,Somewhat likely,,,,,,,,,,,,,,,,,
0.2019768,I am already doing this,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Reduce burden on family,,,,
0.1425262,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,
1.4113205,Not too likely,,,,,,,,,,,,,,,,,
0.9767223,Not too likely,A little,Somewhat realistic,Not too enthusiastic,Not too worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,
0.832856,Not at all likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Not at all worried,No,"No, not likely","No, not likely","No, not likely","No, not likely","No, not likely","No, not likely",Worse,,,,Caregiving is family's job,
0.3854265,Not at all likely,,,,,,,,,,,,,,,,,
0.3776678,Very likely,,,,,,,,,,,,,,,,,
0.1140022,Not too likely,,,,,,,,,,,,,,,,,
0.1649205,Somewhat likely,,,,,,,,,,,,,,,,,
3.7806229,Not at all likely,Nothing at all,Not very realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,Worried about errors
1.2732311,Very likely,,,,,,,,,,,,,,,,,
0.094329,Very likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Not too worried,Yes,"No, not likely","No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely",Better,Reduce burden on family,,,,
0.1661405,Somewhat likely,,,,,,,,,,,,,,,,,
0.1453673,Not too likely,,,,,,,,,,,,,,,,,
0.1628299,Not too likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely",Better,Save money,Greater independence,,,
0.6004142,Very likely,Nothing at all,Somewhat realistic,Very enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Reduce burden on family,,,,
3.4255361,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,
0.2902442,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,
1.1892729,Not too likely,,,,,,,,,,,,,,,,,
1.0825004,Very likely,,,,,,,,,,,,,,,,,
0.234874,Very likely,,,,,,,,,,,,,,,,,
0.5972943,Somewhat likely,,,,,,,,,,,,,,,,,
1.2021737,Very likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Other,
0.234773,I am already doing this,A little,Somewhat realistic,Not too enthusiastic,Very worried,No,"No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
1.237987,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Very worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,
0.5068522,Very likely,A lot,Somewhat realistic,Not too enthusiastic,Somewhat worried,Yes,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Refused / No answer,,,,
0.8238262,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,Worried about errors
0.3585429,Very likely,,,,,,,,,,,,,,,,,
0.4430669,I am already doing this,,,,,,,,,,,,,,,,,
0.1349882,Very likely,,,,,,,,,,,,,,,,,
0.4409185,Somewhat likely,,,,,,,,,,,,,,,,,
0.1091209,Very likely,,,,,,,,,,,,,,,,,
0.1530153,Not too likely,,,,,,,,,,,,,,,,,
0.5022204,Not at all likely,Nothing at all,Extremely realistic,Somewhat enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Reduce burden on family,Better quality of care,,,
0.2933979,Not at all likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,
0.5240066,Not at all likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",No difference,Save money,,,,
0.0922354,Not too likely,A little,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Worse,,,,Just don't like it,
0.7437618,Somewhat likely,,,,,,,,,,,,,,,,,
4.5429915,Somewhat likely,A little,Not very realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Just don't like it,Worried about errors
0.1973534,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Better,Household assistance,,,,
0.1685926,Very likely,A little,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Human factor lacking,
0.7425871,Not at all likely,,,,,,,,,,,,,,,,,
1.5322318,Not too likely,,,,,,,,,,,,,,,,,
0.1352957,Not at all likely,,,,,,,,,,,,,,,,,
0.7104171,Very likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
2.1236212,Not at all likely,Nothing at all,Not at all realistic,Somewhat enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.5831979,Somewhat likely,,,,,,,,,,,,,,,,,
0.3024266,I am already doing this,,,,,,,,,,,,,,,,,
0.9868247,Very likely,,,,,,,,,,,,,,,,,
0.2069002,Very likely,,,,,,,,,,,,,,,,,
1.4531427,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,Household assistance,,,,
1.1084962,Not too likely,A little,Not very realistic,Not too enthusiastic,Not too worried,No,Refused,"No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Worried about errors,
7.4234163,Very likely,,,,,,,,,,,,,,,,,
0.1977955,Not at all likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
0.887315,I am already doing this,,,,,,,,,,,,,,,,,
0.1078996,Not too likely,,,,,,,,,,,,,,,,,
0.22674,Somewhat likely,,,,,,,,,,,,,,,,,
0.769322,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,
